### Number density nb [fm-3] 	 Chemical potential mu [MeV] 	 Pressure p [MeV/fm3] 	 Energy density e [MeV]
n	mu	p	e
8.3176377e-11	938.3547250262212	1.149367026404487e-11	7.803745269824827e-08
9.1201084e-11	938.3639353974344	1.2296142373779682e-11	8.556751195237821e-08
1e-10	938.3731457686472	1.3176034999999999e-11	9.382413854186473e-08
1.0964782e-10	938.3823561398602	1.4140818824555999e-11	1.0287743885837473e-07
1.2022644e-10	938.3915664171167	1.51986826971816e-11	1.128042786736563e-07
1.3182567e-10	938.4007767883296	1.63586085926358e-11	1.2368895252004935e-07
1.4454398e-10	938.4099871595427	1.76304426363828e-11	1.356238839731528e-07
1.5848932e-10	938.4191975307557	1.9024980313033202e-11	1.4871039551128213e-07
1.7378008e-10	938.4284079019686	2.0554061400502397e-11	1.6305960973807618e-07
1.9054607e-10	938.4376182731817	2.22306650985133e-11	1.7879336943701643e-07
2.0892961e-10	938.4468286443945	2.4069025359376e-11	1.9604526088905078e-07
2.2908677e-10	938.4560390156076	2.6084749724486198e-11	2.1496177801535497e-07
2.5118864e-10	938.4652493868205	2.82949459137744e-11	2.3570351473482246e-07
2.7542287e-10	938.4744597580336	3.0718380909978995e-11	2.5844661074734704e-07
3.0199517e-10	938.483670223203	3.33756243625036e-11	2.8338415990691763e-07
3.3113112e-10	938.4928805944161	3.628923560894881e-11	3.1072790942764625e-07
3.6307805e-10	938.502090965629	3.94839500581315e-11	3.4071002515866507e-07
3.9810717e-10	938.511301336842	4.29868836804789e-11	3.7358509130454686e-07
4.3651583e-10	938.5205118020116	4.68277769428792e-11	4.0963223240433694e-07
4.7863009e-10	938.5297221732244	5.10392365676472e-11	4.4915752615487776e-07
5.2480746e-10	938.538932638394	5.56570171978596e-11	4.924965763318689e-07
5.7543994e-10	938.548143009607	6.072031313521141e-11	5.400173667874243e-07
6.3095734e-10	938.5573534747764	6.62721120601748e-11	5.921233790738245e-07
6.9183097e-10	938.5665639399459	7.235954896072892e-11	6.492570567911791e-07
7.5857758e-10	938.5757744051157	7.90342940304742e-11	7.119035053008278e-07
