### name of eos: 1D/NS/RMF/FSU2R 
### link: https://compose.obspm.fr/eos/214 
### Number density nb [fm-3] 	 Chemical potential mu [MeV] 	 Pressure p [MeV/fm3] 	 Energy density e [MeV] 
n	mu	p	e
0.14791083	0.9650313279659999	0.00192060082839048	0.14081798386706276
0.15135612	0.966257928642	0.0021143973192222	0.14413465367926778
0.15488166	0.967560278448	0.0023248054673403	0.14753253660874815
0.15848932	0.968941538058	0.0025530069849482	0.15101387850161832
0.162181	0.9704050024230001	0.0028002623944990003	0.15458099130346556
0.16595869	0.97195409232	0.0030679183178528397	0.1582363095837134
0.16982438	0.973592374071	0.0033574111799863798	0.16198231011934927
0.17378008	0.975323558604	0.0036702731736574404	0.16582153286643037
0.17782794	0.9771515155380001	0.00400814111698596	0.16975669995901455
0.18197009	0.9790802694270001	0.0043727590957688195	0.17379056564908663
0.18620871	0.9811139988210001	0.00476598474597834	0.17792598733742163
0.19054607	0.983257046595	0.0051897977460672205	0.1821659682824169
0.19498447	0.98551390962	0.005646302761841349	0.18651360458304223
0.19952624	0.98788924158	0.00613773401375712	0.1909720918951519
0.20417379	0.99038782668	0.00666646310425575	0.19554477303886295
0.20892961	0.9930146049989999	0.00723500152708095	0.20023515261966413
0.21379621	0.9957746246010001	0.007846004702405408	0.20504683605146112
0.21877617	0.998673039657	0.00850227554198832	0.20998358715642823
0.22387211	1.0017151170179999	0.00920676537355421	0.21504931149216233
0.22908677	1.004906154522	0.00996257768554356	0.22024812740702232
0.23442288	1.0082515335780002	0.010772965572463199	0.22558426269330828
0.23988329	1.0117566196319998	0.0116413345617364	0.23106217203486631
0.2454709	1.015426792215	0.0125712368883242	0.23668649168080486
0.25118864	1.01926738203	0.01356637039403616	0.24246201709443999
0.25703958	1.023283630575	0.01463057671170984	0.2483938179121633
0.2630268	1.027480678875	0.0157678317083232	0.2544871233179956
0.26915348	1.031863523349	0.01698224124298132	0.26074741695146325
0.27542287	1.0364369782499998	0.01827803472219971	0.26718041240154283
0.2818383	1.04120561463	0.019659550292584503	0.2737920700851898
0.28840315	1.04617378851	0.02113123621701645	0.28058857983670127
0.29512092	1.0513455282	0.02269763161371108	0.2875764279065588
0.30199516	1.0567245709200002	0.024363361384573	0.29476234448634375
0.30902955	1.0623142688999998	0.02613312005220735	0.3021533804245386
0.31622776	1.0681176269400001	0.02801166558848816	0.30975677899526377
0.32359365	1.07413725546	0.030003808386374103	0.31758018670890975
0.33113113	1.08037534233	0.03211440429310124	0.32563150363676846
0.33884415	1.08683363409	0.0343483366910895	0.33391888224354754
0.34673685	1.09351346412	0.036710514343218	0.3424508996383388
0.3548134	1.10041571508	0.039205869481810006	0.35123637179915607
0.36307806	1.10754087525	0.041839336551906	0.360284455804566
0.37153524	1.11488895402	0.0446158687410384	0.36960466636413125
0.38018939	1.12245959457	0.0475404096869478	0.37920681887226787
0.38904515	1.1302520550900002	0.050617929171166504	0.38910115113913085
0.39810717	1.13826517122	0.05385337812849691	0.39929814789546275
0.40738028	1.14649750629	0.0572517253917696	0.40980874973995235
0.41686937	1.15494722925	0.0608179519836707	0.4206441718570224
0.42657951	1.1636122836899998	0.06455704574931989	0.43181611205714127
0.43651584	1.1724903221099998	0.0684740266854912	0.4433365711622259
0.44668359	1.1815787998199998	0.0725739291145161	0.45521793105697284
0.4570882	1.1908749279900002	0.076861830822752	0.4674730464373268
0.46773514	1.20037582389	0.0813428640177144	0.48011509002209
0.4786301	1.21007842638	0.086022201558085	0.49315775666801703
0.48977882	1.21997958042	0.0909050893254434	0.5066150699967593
0.50118721	1.2300760652400002	0.0959968418855969	0.5205015493398167
0.51286137	1.24036460373	0.1013028856944993	0.5348322042739756
0.52480745	1.2508419281699998	0.106828723418653	0.5496224392573278
0.53703183	1.2615047051100001	0.11257997491098931	0.5648882054278443
0.54954088	1.2723496950000002	0.1185623622644664	0.5806458087935653
0.56234133	1.28337363012	0.1247817866220504	0.5969122474265586
0.57543993	1.2945733178700003	0.1312442388786555	0.6137049405363253
0.58884364	1.30594566894	0.13795593085295563	0.6310418704879089
0.60255957	1.31748763158	0.14492318088677342	0.6489415998783897
0.61659497	1.32919623855	0.1521525039527256	0.6674232108801245
0.63095737	1.3410686165099999	0.15965063225563028	0.6865064950070577
0.6456542	1.35310203297	0.16742442918845002	0.706211581427169
0.66069347	1.36529384934	0.1754810577473804	0.7265596731427214
